candidate_id,job_role,fit_score_weighted_heuristic,fit_score_embedding_similarity,fit_score_supervised_ranker
R1894,Data Scientist,0.528,0.2697,0.8659
R1895,Backend Developer,0.4843,0.1781,0.8338
R1896,Backend Developer,0.4633,0.245,0.678
R1897,Software Engineer,0.571,0.2463,0.938
R1898,Data Analyst,0.3244,0.2564,0.1391
R1899,ML Engineer,0.6327,0.2982,0.9689
R1900,Software Engineer,0.3586,0.0634,0.5407
R1901,Frontend Developer,0.5021,0.173,0.8809
R1902,Frontend Developer,0.2661,0.0984,0.1495
R1903,Software Engineer,0.6357,0.3072,0.9688
R1904,Backend Developer,0.3382,0.2981,0.1375
R1905,Data Scientist,0.539,0.217,0.9134
R1906,Data Scientist,0.5656,0.2303,0.9383
R1907,ML Engineer,0.3782,0.2845,0.2511
R1908,Data Analyst,0.4089,0.1767,0.5753
R1909,Data Scientist,0.565,0.2284,0.9383
R1910,ML Engineer,0.5566,0.2572,0.9103
R1911,Data Scientist,0.6561,0.3682,0.9682
R1912,Data Scientist,0.6566,0.3126,0.977
R1913,Data Analyst,0.5621,0.2197,0.9385
R1914,Software Engineer,0.569,0.2786,0.9238
R1915,Backend Developer,0.4543,0.2342,0.667
R1916,ML Engineer,0.2289,0.1225,0.0676
R1917,Data Analyst,0.5158,0.1875,0.8951
R1918,ML Engineer,0.5462,0.2385,0.9129
R1919,Frontend Developer,0.5408,0.2223,0.9133
R1920,ML Engineer,0.4988,0.1365,0.8966
R1921,Data Scientist,0.6074,0.2794,0.958
R1922,Frontend Developer,0.695,0.3849,0.9814
R1923,Backend Developer,0.7052,0.4584,0.976
R1924,Data Analyst,0.4344,0.1031,0.7832
R1925,Data Analyst,0.4361,0.1084,0.7829
R1926,Software Engineer,0.6367,0.31,0.9688
R1927,Data Scientist,0.4369,0.3357,0.4126
R1928,Frontend Developer,0.416,0.0481,0.7862
R1929,Data Analyst,0.5991,0.2974,0.9471
R1930,Data Scientist,0.2569,0.0708,0.1507
R1931,Data Scientist,0.5124,0.1771,0.8954
R1932,Software Engineer,0.4754,0.1262,0.8619
R1933,Software Engineer,0.5395,0.2586,0.893
R1934,Frontend Developer,0.6073,0.2791,0.958
R1935,Data Scientist,0.4985,0.1621,0.8813
R1936,Software Engineer,0.5399,0.2196,0.9134
R1937,Frontend Developer,0.4992,0.1643,0.8812
R1938,Software Engineer,0.4568,0.1621,0.777
R1939,Backend Developer,0.4583,0.23,0.679
R1940,Frontend Developer,0.4772,0.2192,0.7724
R1941,Backend Developer,0.544,0.2319,0.9131
R1942,Frontend Developer,0.5056,0.1569,0.896
R1943,Software Engineer,0.5973,0.2718,0.9528
R1944,Software Engineer,0.683,0.3918,0.9765
R1945,Backend Developer,0.5038,0.1779,0.8808
R1946,Data Analyst,0.2791,0.0874,0.1928
R1947,Backend Developer,0.5435,0.2019,0.9255
R1948,Software Engineer,0.5726,0.2512,0.9379
R1949,Frontend Developer,0.5904,0.2513,0.953
R1950,Backend Developer,0.5569,0.3208,0.8721
R1951,ML Engineer,0.6201,0.3174,0.9576
R1952,Backend Developer,0.4279,0.0836,0.7843
R1953,Software Engineer,0.4783,0.2182,0.7709
R1954,Data Analyst,0.5457,0.2372,0.9129
R1955,Data Scientist,0.4244,0.0733,0.7848
R1956,Data Scientist,0.3639,0.2989,0.1956
R1957,Frontend Developer,0.5562,0.202,0.9388
R1958,Data Analyst,0.6087,0.3062,0.9523
R1959,Backend Developer,0.5591,0.2489,0.9245
R1960,Data Analyst,0.4434,0.2387,0.6108
R1961,Data Scientist,0.5643,0.2264,0.9384
R1962,Software Engineer,0.3562,0.202,0.2894
R1963,Data Scientist,0.6986,0.3626,0.9846
R1964,Frontend Developer,0.6371,0.3114,0.9688
R1965,Data Scientist,0.5055,0.1833,0.8806
R1966,Data Analyst,0.2969,0.2406,0.1009
R1967,Data Scientist,0.6576,0.3729,0.9682
R1968,Software Engineer,0.5582,0.2078,0.9387
R1969,Data Scientist,0.2892,0.2175,0.1016
R1970,Data Scientist,0.4799,0.3399,0.599
R1971,Frontend Developer,0.5562,0.202,0.9388
R1972,Backend Developer,0.3854,0.1713,0.4704
R1973,Frontend Developer,0.6355,0.3064,0.9688
R1974,ML Engineer,0.4282,0.0845,0.7842
R1975,Data Analyst,0.6556,0.3668,0.9682
R1976,Data Scientist,0.5063,0.1854,0.8805
R1977,Data Scientist,0.4342,0.3223,0.4286
R1978,Software Engineer,0.5072,0.1882,0.8804
R1979,Backend Developer,0.6065,0.2996,0.9524
R1980,ML Engineer,0.6952,0.3523,0.9846
R1981,Frontend Developer,0.5949,0.2846,0.9473
R1982,Software Engineer,0.4179,0.0536,0.7859
R1983,ML Engineer,0.4012,0.3086,0.3127
R1984,Backend Developer,0.5469,0.2406,0.9129
R1985,Software Engineer,0.4371,0.1112,0.7828
R1986,Software Engineer,0.4015,0.1878,0.5033
R1987,Frontend Developer,0.4982,0.1612,0.8813
R1988,Frontend Developer,0.5691,0.2407,0.9381
R1989,Data Analyst,0.5968,0.2703,0.9528
R1990,ML Engineer,0.4232,0.1197,0.7163
R1991,Backend Developer,0.7015,0.3711,0.9845
R1992,Data Scientist,0.4966,0.1565,0.8815
R1993,ML Engineer,0.5906,0.3052,0.9369
R1994,Backend Developer,0.4273,0.0818,0.7844
R1995,Data Scientist,0.4948,0.17,0.8695
R1996,Software Engineer,0.5138,0.208,0.8798
R1997,Data Scientist,0.5778,0.3833,0.8699
R1998,Frontend Developer,0.4294,0.3583,0.3378
R1999,ML Engineer,0.5474,0.2421,0.9128
R2000,Frontend Developer,0.5212,0.3387,0.7609
R2001,Frontend Developer,0.4866,0.1454,0.8704
R2002,Frontend Developer,0.5081,0.1644,0.8958
R2003,Backend Developer,0.6984,0.3618,0.9846
R2004,Data Analyst,0.5383,0.1863,0.9258
R2005,Data Analyst,0.4262,0.0787,0.7845
R2006,ML Engineer,0.7044,0.3797,0.9845
R2007,Backend Developer,0.4707,0.1121,0.8625
R2008,Frontend Developer,0.495,0.1518,0.8816
R2009,ML Engineer,0.7496,0.4488,0.989
R2010,Data Analyst,0.5862,0.2919,0.9371
R2011,ML Engineer,0.6279,0.4004,0.933
R2012,Software Engineer,0.4234,0.0703,0.785
R2013,Backend Developer,0.5019,0.1457,0.8964
R2014,Data Scientist,0.4241,0.0722,0.7849
R2015,Backend Developer,0.4216,0.0649,0.7853
R2016,Data Scientist,0.6752,0.3455,0.9795
R2017,Backend Developer,0.1865,0.1095,0.0372
R2018,Data Scientist,0.5076,0.1627,0.8959
R2019,Data Analyst,0.425,0.075,0.7847
R2020,Frontend Developer,0.4792,0.1232,0.8712
R2021,Data Scientist,0.4256,0.0767,0.7847
R2022,Data Analyst,0.631,0.2931,0.9689
R2023,Data Analyst,0.4185,0.0554,0.7858
R2024,ML Engineer,0.5167,0.1902,0.895
R2025,ML Engineer,0.3915,0.1496,0.5275
R2026,Frontend Developer,0.486,0.1246,0.8825
R2027,Data Scientist,0.5174,0.3272,0.7616
R2028,Data Analyst,0.6241,0.3724,0.9459
R2029,Data Scientist,0.5582,0.2461,0.9245
R2030,Backend Developer,0.2431,0.0917,0.1078
R2031,Backend Developer,0.1707,0.0622,0.0377
R2032,Data Analyst,0.2735,0.2104,0.0832
R2033,ML Engineer,0.5701,0.2438,0.938
R2034,Data Scientist,0.7415,0.4246,0.9891
R2035,Frontend Developer,0.5426,0.2277,0.9132
R2036,Software Engineer,0.4811,0.1932,0.8111
R2037,ML Engineer,0.4928,0.145,0.8819
R2038,Software Engineer,0.5122,0.2032,0.8799
R2039,ML Engineer,0.5055,0.1833,0.8806
R2040,Frontend Developer,0.459,0.1983,0.7328
R2041,Frontend Developer,0.6227,0.2682,0.9692
R2042,Software Engineer,0.1672,0.0517,0.0379
R2043,Backend Developer,0.4822,0.1322,0.8709
R2044,Backend Developer,0.6343,0.303,0.9689
R2045,Data Scientist,0.4975,0.1783,0.8692
R2046,Data Scientist,0.2971,0.0663,0.2745
R2047,Software Engineer,0.6403,0.3208,0.9687
R2048,Data Scientist,0.5118,0.1755,0.8955
R2049,Data Analyst,0.2299,0.0521,0.109
R2050,Backend Developer,0.5433,0.2298,0.9131
R2051,Data Analyst,0.6044,0.2702,0.9582
R2052,Software Engineer,0.5357,0.207,0.9137
R2053,Data Analyst,0.4989,0.1368,0.8966
R2054,Frontend Developer,0.4735,0.2039,0.7717
R2055,ML Engineer,0.2324,0.1473,0.0623
R2056,Software Engineer,0.5206,0.2017,0.8947
R2057,Data Scientist,0.4285,0.0856,0.7842
R2058,Frontend Developer,0.4857,0.2405,0.7697
R2059,Backend Developer,0.4051,0.1902,0.5242
R2060,Data Scientist,0.4802,0.1405,0.8614
R2061,Software Engineer,0.5075,0.1625,0.8959
R2062,Backend Developer,0.5575,0.2441,0.9246
R2063,Frontend Developer,0.5114,0.1742,0.8955
R2064,Software Engineer,0.5685,0.2389,0.9381
R2065,Data Scientist,0.3076,0.206,0.141
R2066,Data Scientist,0.4246,0.1638,0.6547
R2067,Data Analyst,0.5315,0.2345,0.8937
R2068,Frontend Developer,0.4223,0.067,0.7852
R2069,Backend Developer,0.4204,0.0611,0.7855
R2070,Data Scientist,0.6622,0.3866,0.968
R2071,Software Engineer,0.5719,0.2489,0.9379
R2072,Data Analyst,0.6505,0.4055,0.953
R2073,Software Engineer,0.4332,0.0997,0.7834
R2074,Backend Developer,0.6681,0.4042,0.9679
R2075,ML Engineer,0.4362,0.1087,0.7829
R2076,Data Analyst,0.433,0.2992,0.4651
R2077,Frontend Developer,0.4294,0.0883,0.784
R2078,ML Engineer,0.6441,0.3322,0.9686
R2079,Data Analyst,0.4192,0.0577,0.7857
R2080,ML Engineer,0.3683,0.3121,0.1949
R2081,Data Analyst,0.7288,0.453,0.9841
R2082,Backend Developer,0.3474,0.0921,0.4443
R2083,Software Engineer,0.5727,0.2515,0.9379
R2084,ML Engineer,0.6921,0.3431,0.9847
R2085,Data Scientist,0.4994,0.184,0.869
R2086,Backend Developer,0.4185,0.1453,0.6561
R2087,Frontend Developer,0.5023,0.1735,0.8809
R2088,Backend Developer,0.4809,0.1427,0.8613
R2089,Software Engineer,0.2664,0.0994,0.1495
R2090,ML Engineer,0.5448,0.206,0.9254
R2091,Software Engineer,0.4298,0.0893,0.784
R2092,Backend Developer,0.4348,0.1044,0.7832
R2093,Software Engineer,0.3818,0.1604,0.4712
R2094,Frontend Developer,0.3488,0.2763,0.1775
R2095,Frontend Developer,0.507,0.2961,0.7634
R2096,Data Scientist,0.5793,0.2713,0.9375
R2097,Data Scientist,0.5856,0.3069,0.9261
R2098,Data Analyst,0.5001,0.2004,0.8591
R2099,Backend Developer,0.4253,0.2509,0.5194
R2100,Data Analyst,0.4334,0.1002,0.7834
R2101,ML Engineer,0.3953,0.3358,0.248
R2102,Software Engineer,0.4738,0.3216,0.6004
R2103,Backend Developer,0.55,0.3,0.8728
R2104,Data Scientist,0.6413,0.3811,0.9567
R2105,Data Scientist,0.4274,0.2572,0.5189
R2106,Data Analyst,0.5606,0.3317,0.8717
R2107,Data Scientist,0.7104,0.3979,0.9844
R2108,Data Scientist,0.4907,0.1578,0.87
R2109,Backend Developer,0.429,0.087,0.7841
R2110,ML Engineer,0.5466,0.2114,0.9253
R2111,Backend Developer,0.418,0.0539,0.7859
R2112,Backend Developer,0.4539,0.3783,0.4052
R2113,Data Analyst,0.5935,0.2606,0.9529
R2114,Software Engineer,0.6381,0.3144,0.9687
R2115,Data Analyst,0.4264,0.3041,0.4151
R2116,Software Engineer,0.4206,0.0619,0.7854
R2117,Frontend Developer,0.4325,0.0974,0.7835
R2118,Data Analyst,0.5129,0.1788,0.8954
R2119,Data Analyst,0.4286,0.0857,0.7842
R2120,Frontend Developer,0.6963,0.3554,0.9846
R2121,ML Engineer,0.6146,0.301,0.9578
R2122,ML Engineer,0.5112,0.2001,0.88
R2123,Data Analyst,0.5653,0.2293,0.9383
R2124,ML Engineer,0.531,0.1929,0.9141
R2125,Data Scientist,0.5897,0.2691,0.9475
R2126,Data Scientist,0.6128,0.2954,0.9578
R2127,Frontend Developer,0.6713,0.3339,0.9796
R2128,Frontend Developer,0.6393,0.3178,0.9687
R2129,Frontend Developer,0.6364,0.3092,0.9688
R2130,Backend Developer,0.504,0.1521,0.8962
R2131,Software Engineer,0.4213,0.2438,0.4972
R2132,Software Engineer,0.5568,0.2038,0.9388
R2133,Frontend Developer,0.6833,0.37,0.9794
R2134,ML Engineer,0.6285,0.3426,0.9572
R2135,Data Analyst,0.4691,0.2622,0.6768
R2136,Software Engineer,0.5881,0.2642,0.9476
R2137,Data Analyst,0.4304,0.181,0.6535
R2138,Backend Developer,0.5468,0.2118,0.9253
R2139,Backend Developer,0.614,0.2991,0.9578
R2140,Frontend Developer,0.5536,0.2322,0.9248
R2141,Backend Developer,0.4998,0.1659,0.8812
R2142,Software Engineer,0.5415,0.2743,0.8738
R2143,Backend Developer,0.5079,0.1637,0.8958
R2144,Software Engineer,0.6715,0.3573,0.9767
R2145,Software Engineer,0.2772,0.0817,0.1931
R2146,Data Analyst,0.5624,0.2204,0.9385
R2147,Data Analyst,0.2678,0.1935,0.0836
R2148,Software Engineer,0.5517,0.2265,0.925
R2149,Frontend Developer,0.6082,0.3045,0.9523
R2150,Software Engineer,0.4162,0.0485,0.7862
R2151,Frontend Developer,0.3109,0.2162,0.1406
R2152,Frontend Developer,0.5874,0.2621,0.9477
R2153,Backend Developer,0.5061,0.1851,0.8805
R2154,Data Analyst,0.3598,0.2376,0.2572
R2155,Backend Developer,0.713,0.4056,0.9844
R2156,Frontend Developer,0.4932,0.1461,0.8818
R2157,ML Engineer,0.4841,0.138,0.8707
R2158,ML Engineer,0.5048,0.1543,0.8961
R2159,Data Analyst,0.632,0.353,0.9571
R2160,Frontend Developer,0.415,0.0451,0.7863
R2161,Data Analyst,0.4421,0.1263,0.782
R2162,ML Engineer,0.5214,0.1641,0.9148
R2163,Backend Developer,0.5306,0.1919,0.9141
R2164,Backend Developer,0.5308,0.1925,0.9141
R2165,Data Analyst,0.5085,0.192,0.8803
R2166,Data Scientist,0.7044,0.4132,0.9812
R2167,Data Scientist,0.4394,0.1682,0.7027
R2168,Software Engineer,0.3927,0.2581,0.3497
R2169,Frontend Developer,0.499,0.2269,0.8185
R2170,Frontend Developer,0.4626,0.2376,0.698
R2171,Backend Developer,0.6937,0.3476,0.9847
R2172,ML Engineer,0.5904,0.2711,0.9475
R2173,Data Scientist,0.7014,0.371,0.9846
R2174,Data Analyst,0.4873,0.1475,0.8703
R2175,Software Engineer,0.499,0.1638,0.8812
R2176,ML Engineer,0.6258,0.2774,0.9691
R2177,Backend Developer,0.5272,0.3565,0.7599
R2178,Data Analyst,0.4358,0.1075,0.783
R2179,Data Scientist,0.3589,0.3068,0.1761
R2180,ML Engineer,0.791,0.5062,0.9922
R2181,Data Analyst,0.645,0.335,0.9685
R2182,Software Engineer,0.5885,0.2654,0.9476
R2183,Data Scientist,0.6036,0.2907,0.9525
R2184,Data Analyst,0.278,0.2239,0.0829
R2185,ML Engineer,0.6169,0.3078,0.9577
R2186,ML Engineer,0.4915,0.1601,0.8699
R2187,Data Analyst,0.4508,0.2609,0.6091
R2188,ML Engineer,0.4211,0.0633,0.7854
R2189,Backend Developer,0.2638,0.0915,0.1498
R2190,Data Scientist,0.5706,0.2832,0.9237
R2191,Software Engineer,0.5224,0.1672,0.9147
R2192,Software Engineer,0.6073,0.302,0.9523
R2193,Software Engineer,0.6925,0.3443,0.9847
R2194,Frontend Developer,0.4277,0.133,0.7154
R2195,Software Engineer,0.4263,0.0788,0.7845
R2196,Data Analyst,0.3206,0.0617,0.3736
R2197,Frontend Developer,0.3376,0.2378,0.1931
R2198,Software Engineer,0.6121,0.2934,0.9579
R2199,Frontend Developer,0.6267,0.2801,0.9691
R2200,Frontend Developer,0.3768,0.2304,0.338
R2201,Data Scientist,0.698,0.437,0.9761
R2202,Frontend Developer,0.356,0.2752,0.1968
R2203,Backend Developer,0.5288,0.353,0.757
R2204,Backend Developer,0.2556,0.1836,0.0732
R2205,Data Analyst,0.4927,0.1448,0.8819
R2206,ML Engineer,0.3713,0.1855,0.3777
R2207,Backend Developer,0.6391,0.3173,0.9687
R2208,Frontend Developer,0.421,0.0631,0.7854
R2209,Backend Developer,0.676,0.3708,0.9766
R2210,Frontend Developer,0.5017,0.28,0.7643
R2211,Frontend Developer,0.4354,0.2146,0.6126
R2212,Frontend Developer,0.4291,0.0872,0.7841
R2213,ML Engineer,0.4455,0.1366,0.7814
R2214,Software Engineer,0.4998,0.1393,0.8966
R2215,Backend Developer,0.2279,0.1336,0.0626
R2216,Backend Developer,0.5339,0.2016,0.9138
R2217,Data Analyst,0.4296,0.0889,0.784
R2218,Data Scientist,0.4972,0.2749,0.7677
R2219,Backend Developer,0.5913,0.3072,0.9368
R2220,Data Analyst,0.2231,0.0693,0.0884
R2221,Frontend Developer,0.5452,0.2072,0.9254
R2222,Software Engineer,0.4899,0.1698,0.8603
R2223,Frontend Developer,0.4246,0.0738,0.7848
R2224,Frontend Developer,0.5914,0.2543,0.953
R2225,Backend Developer,0.3579,0.2363,0.2589
R2226,ML Engineer,0.5928,0.2583,0.9529
R2227,Software Engineer,0.5579,0.207,0.9387
R2228,Data Scientist,0.6618,0.3853,0.968
R2229,ML Engineer,0.2883,0.215,0.1017
R2230,Backend Developer,0.5018,0.191,0.8688
R2231,Frontend Developer,0.7265,0.3794,0.9892
R2232,Frontend Developer,0.4171,0.0512,0.786
R2233,Data Analyst,0.5206,0.3189,0.7861
R2234,Backend Developer,0.2743,0.2397,0.072
R2235,Data Scientist,0.5206,0.2452,0.8593
R2236,Backend Developer,0.2642,0.1825,0.0839
R2237,Data Scientist,0.4184,0.0551,0.7858
R2238,Data Analyst,0.5143,0.2095,0.8797
R2239,Backend Developer,0.5266,0.1797,0.9144
R2240,Backend Developer,0.2979,0.0687,0.2744
R2241,Software Engineer,0.4301,0.0903,0.7839
R2242,Software Engineer,0.6823,0.3669,0.9794
R2243,Frontend Developer,0.5356,0.2069,0.9137
R2244,Frontend Developer,0.5467,0.2114,0.9253
R2245,Data Scientist,0.3125,0.221,0.1404
R2246,Backend Developer,0.576,0.2613,0.9377
R2247,Software Engineer,0.2659,0.1876,0.0838
R2248,ML Engineer,0.6191,0.2574,0.9693
R2249,Backend Developer,0.6908,0.3392,0.9847
R2250,Frontend Developer,0.618,0.3219,0.9522
R2251,ML Engineer,0.5619,0.2192,0.9385
R2252,Data Scientist,0.5064,0.1591,0.896
R2253,Backend Developer,0.5001,0.1404,0.8965
R2254,Software Engineer,0.6939,0.4016,0.9791
R2255,Data Scientist,0.645,0.3349,0.9685
R2256,Backend Developer,0.7513,0.4538,0.989
R2257,Data Analyst,0.4492,0.1475,0.7808
R2258,Backend Developer,0.5777,0.233,0.9481
R2259,Frontend Developer,0.4861,0.1248,0.8825
R2260,Data Analyst,0.5591,0.2108,0.9386
R2261,Backend Developer,0.5963,0.2688,0.9528
R2262,Data Analyst,0.6593,0.378,0.9681
R2263,ML Engineer,0.6744,0.3432,0.9795
R2264,Backend Developer,0.4473,0.3584,0.4067
R2265,ML Engineer,0.6366,0.4449,0.9208
R2266,Data Analyst,0.5745,0.257,0.9378
R2267,Frontend Developer,0.4784,0.1352,0.8616
R2268,Software Engineer,0.2437,0.181,0.0617
R2269,Data Scientist,0.5019,0.1725,0.8809
R2270,Data Scientist,0.4326,0.0979,0.7835
R2271,ML Engineer,0.6253,0.3331,0.9574
R2272,Software Engineer,0.3142,0.0425,0.3751
R2273,Frontend Developer,0.525,0.1751,0.9145
R2274,Data Analyst,0.4222,0.0667,0.7852
R2275,ML Engineer,0.4233,0.2498,0.4967
R2276,Data Scientist,0.5401,0.2204,0.9134
R2277,Backend Developer,0.6476,0.3427,0.9685
R2278,Backend Developer,0.3553,0.1267,0.4116
R2279,ML Engineer,0.5069,0.1606,0.8959
R2280,Data Scientist,0.6046,0.2938,0.9524
R2281,Frontend Developer,0.4919,0.1422,0.882
R2282,Data Scientist,0.3377,0.2382,0.1931
R2283,Software Engineer,0.4269,0.0808,0.7844
R2284,Software Engineer,0.566,0.2312,0.9383
R2285,ML Engineer,0.4615,0.2394,0.6784
R2286,Frontend Developer,0.6692,0.3504,0.9768
R2287,Frontend Developer,0.3212,0.247,0.1394
R2288,Software Engineer,0.4165,0.0496,0.7861
R2289,Data Analyst,0.3373,0.1118,0.3699
R2290,Data Analyst,0.6445,0.3334,0.9686
R2291,Data Scientist,0.5367,0.3173,0.8326
R2292,Data Scientist,0.2913,0.122,0.1839
R2293,ML Engineer,0.5115,0.1744,0.8955
R2294,ML Engineer,0.5106,0.1719,0.8956
R2295,Data Scientist,0.416,0.0481,0.7862
R2296,Frontend Developer,0.5004,0.1412,0.8965
R2297,Software Engineer,0.5659,0.2692,0.924
R2298,Software Engineer,0.439,0.117,0.7825
R2299,Backend Developer,0.8467,0.5401,0.9962
R2300,Data Scientist,0.5081,0.1644,0.8958
R2301,Frontend Developer,0.4273,0.1903,0.6145
R2302,Data Scientist,0.643,0.329,0.9686
R2303,Data Scientist,0.5647,0.2273,0.9383
R2304,Backend Developer,0.4263,0.079,0.7845
R2305,Software Engineer,0.534,0.332,0.8135
R2306,Software Engineer,0.614,0.299,0.9578
R2307,Data Analyst,0.4333,0.2,0.6335
R2308,Frontend Developer,0.5544,0.1966,0.9389
R2309,ML Engineer,0.4055,0.3165,0.3208
R2310,ML Engineer,0.5774,0.2655,0.9376
R2311,Data Scientist,0.3156,0.1218,0.271
R2312,Backend Developer,0.5593,0.2111,0.9386
R2313,Software Engineer,0.566,0.2693,0.924
R2314,Frontend Developer,0.6038,0.2686,0.9582
R2315,ML Engineer,0.6041,0.2693,0.9582
R2316,Backend Developer,0.4001,0.2154,0.4669
R2317,Data Scientist,0.6032,0.2896,0.9525
R2318,Data Scientist,0.3302,0.274,0.1384
R2319,Software Engineer,0.4967,0.1567,0.8815
R2320,Data Scientist,0.7034,0.377,0.9845
R2321,Data Scientist,0.572,0.2492,0.9379
R2322,Data Scientist,0.5751,0.2586,0.9378
R2323,Data Analyst,0.6937,0.424,0.9762
R2324,Backend Developer,0.4769,0.1307,0.8617
R2325,Data Scientist,0.5677,0.2364,0.9382
R2326,Frontend Developer,0.5735,0.254,0.9378
R2327,Software Engineer,0.5097,0.1956,0.8802
R2328,Data Analyst,0.5949,0.2847,0.9473
R2329,Data Analyst,0.5347,0.2042,0.9138
R2330,Frontend Developer,0.3445,0.0834,0.445
R2331,Software Engineer,0.3339,0.285,0.138
R2332,ML Engineer,0.3772,0.1732,0.4337
R2333,ML Engineer,0.4955,0.183,0.8544
R2334,Software Engineer,0.4216,0.0649,0.7853
R2335,ML Engineer,0.4964,0.1893,0.8595
R2336,Backend Developer,0.2752,0.0757,0.1934
R2337,Software Engineer,0.5666,0.2333,0.9382
R2338,Backend Developer,0.5837,0.251,0.9478
R2339,Data Scientist,0.4731,0.2744,0.6759
R2340,Data Analyst,0.5681,0.2377,0.9381
R2341,ML Engineer,0.3577,0.1338,0.411
R2342,Backend Developer,0.5729,0.3603,0.8687
R2343,Frontend Developer,0.3558,0.2009,0.2895
R2344,Backend Developer,0.4168,0.0504,0.7861
R2345,Data Scientist,0.6453,0.336,0.9685
R2346,Data Analyst,0.3108,0.2158,0.1406
R2347,Data Analyst,0.3989,0.1633,0.5473
R2348,Frontend Developer,0.6091,0.2845,0.958
R2349,Data Analyst,0.6449,0.3346,0.9685
R2350,Data Analyst,0.3573,0.2121,0.2916
R2351,Data Scientist,0.3205,0.1615,0.2307
R2352,Data Scientist,0.4301,0.2367,0.5598
R2353,Data Analyst,0.5066,0.1864,0.8805
R2354,Data Analyst,0.2994,0.2483,0.1007
R2355,Data Scientist,0.5127,0.288,0.7984
R2356,Data Scientist,0.4295,0.0884,0.784
R2357,Software Engineer,0.6673,0.322,0.9797
R2358,Backend Developer,0.5391,0.2174,0.9134
R2359,Data Scientist,0.5092,0.1675,0.8957
R2360,ML Engineer,0.5295,0.1886,0.9142
R2361,Data Scientist,0.6446,0.3338,0.9686
R2362,Data Scientist,0.3939,0.1318,0.5788
R2363,Data Scientist,0.3532,0.1998,0.2924
R2364,Data Analyst,0.5463,0.2104,0.9253
R2365,Software Engineer,0.6471,0.3412,0.9685
R2366,ML Engineer,0.4889,0.1666,0.8604
R2367,Data Analyst,0.5524,0.2572,0.9124
R2368,ML Engineer,0.4366,0.1097,0.7829
R2369,Data Analyst,0.3356,0.2368,0.1793
R2370,Backend Developer,0.4265,0.0794,0.7845
R2371,Backend Developer,0.5271,0.1813,0.9143
R2372,Software Engineer,0.2344,0.1389,0.0673
R2373,Software Engineer,0.4161,0.0482,0.7862
R2374,Data Scientist,0.4916,0.2581,0.7687
R2375,Frontend Developer,0.5969,0.2907,0.9472
R2376,Frontend Developer,0.4423,0.1983,0.6696
R2377,ML Engineer,0.6395,0.3185,0.9687
R2378,Data Scientist,0.4935,0.147,0.8818
R2379,Software Engineer,0.4263,0.0788,0.7845
R2380,ML Engineer,0.5021,0.2563,0.8
R2381,Data Scientist,0.5463,0.239,0.9129
R2382,Frontend Developer,0.5201,0.2002,0.8947
R2383,Software Engineer,0.3252,0.1422,0.2664
R2384,Software Engineer,0.4961,0.155,0.8815
R2385,Data Scientist,0.6077,0.303,0.9523
R2386,Data Analyst,0.5759,0.2609,0.9377
R2387,Data Scientist,0.5892,0.2475,0.9531
R2388,Data Scientist,0.2546,0.1803,0.0733
R2389,Data Analyst,0.4245,0.0735,0.7848
R2390,ML Engineer,0.568,0.2861,0.9145
R2391,Software Engineer,0.279,0.0871,0.1928
R2392,Frontend Developer,0.5593,0.2111,0.9386
R2393,Frontend Developer,0.6076,0.2799,0.958
R2394,Backend Developer,0.7397,0.4191,0.9891
R2395,ML Engineer,0.5562,0.2402,0.9247
R2396,Backend Developer,0.4732,0.1196,0.8622
R2397,Data Analyst,0.5875,0.2874,0.9362
R2398,Backend Developer,0.4448,0.17,0.729
R2399,Data Analyst,0.3206,0.0618,0.3736
R2400,Frontend Developer,0.2865,0.2094,0.1018
R2401,Backend Developer,0.3681,0.3344,0.1748
R2402,ML Engineer,0.6521,0.3562,0.9683
R2403,Data Scientist,0.5628,0.2216,0.9384
R2404,Data Scientist,0.56,0.2799,0.9118
R2405,Backend Developer,0.4237,0.296,0.4157
R2406,Data Analyst,0.6165,0.3295,0.9519
R2407,Data Scientist,0.4623,0.2082,0.7322
R2408,Software Engineer,0.4312,0.0935,0.7837
R2409,Data Analyst,0.6417,0.3252,0.9686
R2410,Backend Developer,0.6304,0.3482,0.9572
R2411,Data Scientist,0.3879,0.1495,0.5222
