resume_id,resume_text,resume_skills,experience_years,education_level,projects,certifications,job_role,required_skills,job_experience_required,job_description,skill_match_score,experience_match,education_match,final_score,shortlisted,similarity_score
R1254,"Professional Summary:
Candidate with 3 years of experience.

Skills:
Java, Flask, Power BI, SQL, C++, TensorFlow, Data Analysis

Experience:
- Deployed applications using cloud services
- Worked on real-world data science projects

Projects:
- Designed scalable backend systems using Node.js

Certifications:
Microsoft Azure, AWS Certified","Java, Flask, Power BI, SQL, C++, TensorFlow, Data Analysis",3,Bachelors,Designed scalable backend systems using Node.js,"Microsoft Azure, AWS Certified",ML Engineer,"Java, Cloud Computing, Deep Learning, Node.js, Django",6,"We are hiring a ML Engineer.
Required experience: 6 years.
Skills required: Java, Cloud Computing, Deep Learning, Node.js, Django.",0.2,0,0,0.2856695861686914,0,1.0
R1255,"Professional Summary:
Candidate with 3 years of experience.

Skills:
Flask, Django, Power BI, Machine Learning, SQL, Kubernetes, React, Deep Learning

Experience:
- Optimized model performance and accuracy
- Collaborated with cross-functional teams
- Worked on real-world data science projects

Projects:
- Designed scalable backend systems using Node.js
- Built a machine learning model for predicting customer churn
- Developed a web application using Flask and React

Certifications:
Microsoft Azure, AWS Certified","Flask, Django, Power BI, Machine Learning, SQL, Kubernetes, React, Deep Learning",3,PhD,Designed scalable backend systems using Node.js; Built a machine learning model for predicting customer churn; Developed a web application using Flask and React,"Microsoft Azure, AWS Certified",Software Engineer,"Power BI, Kubernetes, C++, Docker, Python",6,"We are hiring a Software Engineer.
Required experience: 6 years.
Skills required: Power BI, Kubernetes, C++, Docker, Python.",0.4,0,1,0.4890917684698388,1,1.0000000000000002
R1256,"Professional Summary:
Candidate with 3 years of experience.

Skills:
TensorFlow, NLP, Power BI, Machine Learning

Experience:
- Deployed applications using cloud services
- Handled large-scale data processing tasks

Projects:
- Implemented deep learning models using TensorFlow

Certifications:
Microsoft Azure","TensorFlow, NLP, Power BI, Machine Learning",3,Masters,Implemented deep learning models using TensorFlow,Microsoft Azure,Software Engineer,"SQL, Machine Learning, Cloud Computing, C++, React, Python, Docker",3,"We are hiring a Software Engineer.
Required experience: 3 years.
Skills required: SQL, Machine Learning, Cloud Computing, C++, React, Python, Docker.",0.14,1,1,0.4673002751529583,1,1.0000000000000002
R1257,"Professional Summary:
Candidate with 9 years of experience.

Skills:
Excel, Data Analysis, SQL, TensorFlow, Cloud Computing, Deep Learning, Machine Learning, React

Experience:
- Collaborated with cross-functional teams
- Deployed applications using cloud services
- Handled large-scale data processing tasks

Projects:
- Built a machine learning model for predicting customer churn

Certifications:
None","Excel, Data Analysis, SQL, TensorFlow, Cloud Computing, Deep Learning, Machine Learning, React",9,Masters,Built a machine learning model for predicting customer churn,None,Data Scientist,"Machine Learning, Cloud Computing, Python, Flask, SQL, TensorFlow, C++, Java",6,"We are hiring a Data Scientist.
Required experience: 6 years.
Skills required: Machine Learning, Cloud Computing, Python, Flask, SQL, TensorFlow, C++, Java.",0.5,1,1,0.6474783640224311,1,1.0
R1258,"Professional Summary:
Candidate with 3 years of experience.

Skills:
Deep Learning, Kubernetes, Cloud Computing, SQL, Django, Power BI

Experience:
- Worked on real-world data science projects
- Deployed applications using cloud services
- Handled large-scale data processing tasks

Projects:
- Built a machine learning model for predicting customer churn
- Implemented deep learning models using TensorFlow
- Designed scalable backend systems using Node.js

Certifications:
NLP Certification, AWS Certified","Deep Learning, Kubernetes, Cloud Computing, SQL, Django, Power BI",3,Bachelors,Built a machine learning model for predicting customer churn; Implemented deep learning models using TensorFlow; Designed scalable backend systems using Node.js,"NLP Certification, AWS Certified",Backend Developer,"NLP, Machine Learning, Power BI, Kubernetes",5,"We are hiring a Backend Developer.
Required experience: 5 years.
Skills required: NLP, Machine Learning, Power BI, Kubernetes.",0.5,0,0,0.3192626811225403,0,1.0
R1259,"Professional Summary:
Candidate with 10 years of experience.

Skills:
Cloud Computing, Django, Data Analysis

Experience:
- Collaborated with cross-functional teams
- Deployed applications using cloud services

Projects:
- Implemented deep learning models using TensorFlow
- Built a machine learning model for predicting customer churn

Certifications:
None","Cloud Computing, Django, Data Analysis",10,Masters,Implemented deep learning models using TensorFlow; Built a machine learning model for predicting customer churn,None,Data Analyst,"Django, C++, Docker",5,"We are hiring a Data Analyst.
Required experience: 5 years.
Skills required: Django, C++, Docker.",0.33,1,1,0.6579247539076529,1,1.0000000000000009
R1260,"Professional Summary:
Candidate with 0 years of experience.

Skills:
SQL, Docker, Data Analysis, Java, Deep Learning, Django, NLP, Python

Experience:
- Deployed applications using cloud services
- Worked on real-world data science projects
- Handled large-scale data processing tasks

Projects:
- Developed a web application using Flask and React

Certifications:
Deep Learning Specialization, Google Data Analytics","SQL, Docker, Data Analysis, Java, Deep Learning, Django, NLP, Python",0,Bachelors,Developed a web application using Flask and React,"Deep Learning Specialization, Google Data Analytics",Frontend Developer,"Docker, Java, NLP, Cloud Computing, Excel",4,"We are hiring a Frontend Developer.
Required experience: 4 years.
Skills required: Docker, Java, NLP, Cloud Computing, Excel.",0.6,0,0,0.3206980213305293,0,1.0000000000000004
R1261,"Professional Summary:
Candidate with 9 years of experience.

Skills:
Kubernetes, Java, Power BI, TensorFlow, Deep Learning, Python

Experience:
- Optimized model performance and accuracy
- Handled large-scale data processing tasks
- Deployed applications using cloud services

Projects:
- Created interactive dashboards using Power BI

Certifications:
Deep Learning Specialization","Kubernetes, Java, Power BI, TensorFlow, Deep Learning, Python",9,PhD,Created interactive dashboards using Power BI,Deep Learning Specialization,Data Scientist,"Deep Learning, Power BI, Flask, Machine Learning, Python, Java, React",5,"We are hiring a Data Scientist.
Required experience: 5 years.
Skills required: Deep Learning, Power BI, Flask, Machine Learning, Python, Java, React.",0.57,1,1,0.8178391587625851,1,0.9999999999999994
R1262,"Professional Summary:
Candidate with 1 years of experience.

Skills:
Deep Learning, Django, NLP, SQL, Python, Flask, Kubernetes, Node.js

Experience:
- Handled large-scale data processing tasks

Projects:
- Created interactive dashboards using Power BI

Certifications:
AWS Certified","Deep Learning, Django, NLP, SQL, Python, Flask, Kubernetes, Node.js",1,Bachelors,Created interactive dashboards using Power BI,AWS Certified,ML Engineer,"Deep Learning, Python, Machine Learning, Power BI",5,"We are hiring a ML Engineer.
Required experience: 5 years.
Skills required: Deep Learning, Python, Machine Learning, Power BI.",0.5,0,0,0.2431085876770721,0,1.0
R1263,"Professional Summary:
Candidate with 3 years of experience.

Skills:
TensorFlow, NLP, Docker, Power BI, SQL, Python, Kubernetes, Excel

Experience:
- Deployed applications using cloud services
- Collaborated with cross-functional teams
- Handled large-scale data processing tasks

Projects:
- Built a machine learning model for predicting customer churn
- Implemented deep learning models using TensorFlow
- Created interactive dashboards using Power BI

Certifications:
None","TensorFlow, NLP, Docker, Power BI, SQL, Python, Kubernetes, Excel",3,PhD,Built a machine learning model for predicting customer churn; Implemented deep learning models using TensorFlow; Created interactive dashboards using Power BI,None,Data Scientist,"TensorFlow, SQL, React, Power BI",6,"We are hiring a Data Scientist.
Required experience: 6 years.
Skills required: TensorFlow, SQL, React, Power BI.",0.75,0,1,0.5365660447245404,1,1.0
R1264,"Professional Summary:
Candidate with 6 years of experience.

Skills:
Python, Django, Node.js, C++, Cloud Computing, Power BI

Experience:
- Optimized model performance and accuracy

Projects:
- Built a machine learning model for predicting customer churn

Certifications:
None","Python, Django, Node.js, C++, Cloud Computing, Power BI",6,Masters,Built a machine learning model for predicting customer churn,None,Software Engineer,"Excel, Machine Learning, Java",4,"We are hiring a Software Engineer.
Required experience: 4 years.
Skills required: Excel, Machine Learning, Java.",0.0,1,1,0.30348616197243017,0,1.0000000000000002
R1265,"Professional Summary:
Candidate with 3 years of experience.

Skills:
Django, Machine Learning, Flask

Experience:
- Collaborated with cross-functional teams

Projects:
- Created interactive dashboards using Power BI
- Built a machine learning model for predicting customer churn
- Designed scalable backend systems using Node.js

Certifications:
NLP Certification, Microsoft Azure","Django, Machine Learning, Flask",3,Masters,Created interactive dashboards using Power BI; Built a machine learning model for predicting customer churn; Designed scalable backend systems using Node.js,"NLP Certification, Microsoft Azure",Software Engineer,"Python, Node.js, Docker, SQL, Kubernetes, Java",5,"We are hiring a Software Engineer.
Required experience: 5 years.
Skills required: Python, Node.js, Docker, SQL, Kubernetes, Java.",0.0,0,1,0.22173406633836765,0,1.0000000000000002
R1266,"Professional Summary:
Candidate with 4 years of experience.

Skills:
Excel, C++, Docker

Experience:
- Deployed applications using cloud services
- Optimized model performance and accuracy
- Collaborated with cross-functional teams

Projects:
- Designed scalable backend systems using Node.js
- Implemented deep learning models using TensorFlow

Certifications:
None","Excel, C++, Docker",4,Masters,Designed scalable backend systems using Node.js; Implemented deep learning models using TensorFlow,None,Data Analyst,"NLP, Django, Flask",4,"We are hiring a Data Analyst.
Required experience: 4 years.
Skills required: NLP, Django, Flask.",0.0,1,1,0.46774806692200543,1,1.0
R1267,"Professional Summary:
Candidate with 10 years of experience.

Skills:
Power BI, Django, TensorFlow

Experience:
- Optimized model performance and accuracy
- Deployed applications using cloud services
- Worked on real-world data science projects

Projects:
- Designed scalable backend systems using Node.js
- Implemented deep learning models using TensorFlow
- Built a machine learning model for predicting customer churn

Certifications:
Google Data Analytics","Power BI, Django, TensorFlow",10,Bachelors,Designed scalable backend systems using Node.js; Implemented deep learning models using TensorFlow; Built a machine learning model for predicting customer churn,Google Data Analytics,Software Engineer,"Kubernetes, PyTorch, Django, Power BI, Python, NLP, Flask, React",2,"We are hiring a Software Engineer.
Required experience: 2 years.
Skills required: Kubernetes, PyTorch, Django, Power BI, Python, NLP, Flask, React.",0.25,1,0,0.5939816504151372,1,1.0000000000000002
R1268,"Professional Summary:
Candidate with 0 years of experience.

Skills:
Machine Learning, Data Analysis, Node.js, React, Docker, Deep Learning

Experience:
- Optimized model performance and accuracy

Projects:
- Developed a web application using Flask and React
- Designed scalable backend systems using Node.js
- Created interactive dashboards using Power BI

Certifications:
Microsoft Azure, Deep Learning Specialization","Machine Learning, Data Analysis, Node.js, React, Docker, Deep Learning",0,Bachelors,Developed a web application using Flask and React; Designed scalable backend systems using Node.js; Created interactive dashboards using Power BI,"Microsoft Azure, Deep Learning Specialization",ML Engineer,"Kubernetes, NLP, React, Flask, Machine Learning, Docker",2,"We are hiring a ML Engineer.
Required experience: 2 years.
Skills required: Kubernetes, NLP, React, Flask, Machine Learning, Docker.",0.5,0,0,0.4800061644357912,1,1.0000000000000002
